#,id,resource_id,at_date_time,active_energy_outlet,active_effect_outlet,active_energy_input,active_effect_input,phase_current1,phase_current2,phase_current3
1468,3689668,2252,2024-10-29 21:45:00.000000,0.044,0.55,0,0,2.31,1.24,0.65
1469,3689667,2252,2024-10-29 21:40:00.000000,0.055,0.66,0,0,2.62,1.18,0.68
1470,3689666,2252,2024-10-29 21:35:00.000000,0.048,0.57,0,0,2.74,0.64,0.6
1471,3689665,2252,2024-10-29 21:30:00.000000,0.049,0.57,0,0,2.59,1.12,0.45
1472,3689664,2252,2024-10-29 21:25:00.000000,0.042,0.53,0,0,2.32,1.13,0.71
1473,3689663,2252,2024-10-29 21:20:00.000000,0.034,0.38,0,0,2.34,0.65,0.56
1474,3689662,2252,2024-10-29 21:15:00.000000,0.047,0.54,0,0,2.41,1.19,0.55
1475,3689661,2252,2024-10-29 21:10:00.000000,0.047,0.59,0,0,2.42,1.05,0.72
1476,3689660,2252,2024-10-29 21:05:00.000000,0.057,0.68,0,0,2.49,1.12,0.75
1477,3689659,2252,2024-10-29 21:00:00.000000,0.059,0.69,0,0,2.37,1.44,0.74
1478,3687971,2252,2024-10-29 20:55:00.000000,0.052,0.63,0,0,2.33,1,0.88
1479,3687970,2252,2024-10-29 20:50:00.000000,0.113,1.39,0,0,2.36,1.37,3.8
1480,3687969,2252,2024-10-29 20:45:00.000000,0.1,1.22,0,0,2.41,1.62,2.83
1481,3687968,2252,2024-10-29 20:40:00.000000,0.066,0.78,0,0,2.5,1.32,1.01
1482,3687967,2252,2024-10-29 20:35:00.000000,0.061,0.75,0,0,2.48,1.53,0.87
1483,3687966,2252,2024-10-29 20:30:00.000000,0.113,1.32,0,0,3.03,2.32,1.42
1484,3687965,2252,2024-10-29 20:25:00.000000,0.11,1.31,0,0,3.26,1.8,1.51
1485,3687964,2252,2024-10-29 20:20:00.000000,0.201,2.39,0,0,3.22,6.5,1.53
1486,3687963,2252,2024-10-29 20:15:00.000000,0.322,3.84,0,0,3.03,10.78,3.76
1487,3687962,2252,2024-10-29 20:10:00.000000,0.272,3.29,0,0,3.01,10.64,1.55
1488,3687961,2252,2024-10-29 20:05:00.000000,0.235,2.91,0,0,2.68,9.31,1.62
1489,3687960,2252,2024-10-29 20:00:00.000000,0.106,1.26,0,0,2.65,2.63,1.41
1490,3686270,2252,2024-10-29 19:55:00.000000,0.105,1.28,0,0,2.73,2.52,1.44
1491,3686269,2252,2024-10-29 19:50:00.000000,0.117,1.37,0,0,2.64,3.03,1.41
1492,3686268,2252,2024-10-29 19:45:00.000000,0.107,1.32,0,0,2.67,2.77,1.49
1493,3686267,2252,2024-10-29 19:40:00.000000,0.108,1.3,0,0,2.68,2.79,1.42
1494,3686266,2252,2024-10-29 19:35:00.000000,0.109,1.28,0,0,2.74,2.8,1.22
1495,3686265,2252,2024-10-29 19:30:00.000000,0.097,1.18,0,0,2.74,2.27,1.27
1496,3686264,2252,2024-10-29 19:25:00.000000,0.122,1.47,0,0,2.95,3.03,1.51
1497,3686263,2252,2024-10-29 19:20:00.000000,0.122,1.43,0,0,2.89,2.86,1.53
1498,3686262,2252,2024-10-29 19:15:00.000000,0.111,1.34,0,0,2.76,2.6,1.6
1499,3686261,2252,2024-10-29 19:10:00.000000,0.119,1.43,0,0,2.73,3.08,1.53
1500,3686260,2252,2024-10-29 19:05:00.000000,0.096,1.11,0,0,2.46,2.53,1.21
1501,3686259,2252,2024-10-29 19:00:00.000000,0.095,1.15,0,0,2.45,2.64,1.29
1502,3684567,2252,2024-10-29 18:55:00.000000,0.097,1.16,0,0,2.43,2.65,1.31
1503,3684566,2252,2024-10-29 18:50:00.000000,0.086,1.03,0,0,2.44,2.19,1.3
1504,3684565,2252,2024-10-29 18:45:00.000000,0.117,1.41,0,0,2.86,2.85,1.55
1505,3684564,2252,2024-10-29 18:40:00.000000,0.117,1.44,0,0,3.06,2.77,1.59
1506,3684563,2252,2024-10-29 18:35:00.000000,0.135,1.53,0,0,2.9,3.39,1.51
1507,3684562,2252,2024-10-29 18:30:00.000000,0.266,3.23,0,0,2.88,10.53,1.48
1508,3684561,2252,2024-10-29 18:25:00.000000,0.241,2.99,0,0,2.73,10.03,1.32
1509,3684560,2252,2024-10-29 18:20:00.000000,0.083,1,0,0,2.54,2.11,1.18
1510,3684559,2252,2024-10-29 18:15:00.000000,0.086,1.01,0,0,2.51,2.31,1.09
1511,3684558,2252,2024-10-29 18:10:00.000000,0.078,0.92,0,0,2.54,1.79,1.09
1512,3684557,2252,2024-10-29 18:05:00.000000,0.07,0.84,0,0,2.46,2.03,0.83
1513,3684556,2252,2024-10-29 18:00:00.000000,0.059,0.7,0,0,2.48,1.73,0.65
1514,3682867,2252,2024-10-29 17:55:00.000000,0.062,0.77,0,0,2.6,1.82,0.6
1515,3682866,2252,2024-10-29 17:50:00.000000,0.067,0.8,0,0,2.6,2.08,0.5
1516,3682865,2252,2024-10-29 17:45:00.000000,0.063,0.72,0,0,2.63,1.5,0.68
1517,3682864,2252,2024-10-29 17:40:00.000000,0.072,0.86,0,0,2.65,1.87,0.76
1518,3682863,2252,2024-10-29 17:35:00.000000,0.076,0.92,0,0,2.63,2.36,0.63
1519,3682862,2252,2024-10-29 17:30:00.000000,0.113,1.33,0,0,3.28,3.56,0.47
1520,3682861,2252,2024-10-29 17:25:00.000000,0.311,3.68,0,0,5.58,9.33,1.85
1521,3682860,2252,2024-10-29 17:20:00.000000,0.183,2.13,0,0,3.05,5.25,2.34
1522,3682859,2252,2024-10-29 17:15:00.000000,0.197,2.41,0,0,2.5,7.55,1.71
1523,3682858,2252,2024-10-29 17:10:00.000000,0.123,1.47,0,0,2.66,3.6,1.34
1524,3682857,2252,2024-10-29 17:05:00.000000,0.168,2.06,0,0,5.08,3,1.7
1525,3682856,2252,2024-10-29 17:00:00.000000,0.122,1.52,0,0,3.87,2.75,1.16
1526,3681173,2252,2024-10-29 16:55:00.000000,0.064,0.76,0,0,2.57,1.36,0.71
1527,3681172,2252,2024-10-29 16:50:00.000000,0.068,0.82,0,0,2.75,1.49,0.7
1528,3681171,2252,2024-10-29 16:45:00.000000,0.068,0.81,0,0,2.4,1.93,0.7
1529,3681170,2252,2024-10-29 16:40:00.000000,0.058,0.71,0,0,2.41,1.4,0.78
1530,3681169,2252,2024-10-29 16:35:00.000000,0.067,0.8,0,0,2.66,1.71,0.7
1531,3681168,2252,2024-10-29 16:30:00.000000,0.062,0.75,0,0,2.48,1.71,0.65
1532,3681167,2252,2024-10-29 16:25:00.000000,0.047,0.56,0,0,1.65,1.05,0.7
1533,3681166,2252,2024-10-29 16:20:00.000000,0.064,0.76,0,0,1.55,1.77,0.88
1534,3681165,2252,2024-10-29 16:15:00.000000,0.06,0.68,0,0,1.42,1.41,0.72
1535,3681164,2252,2024-10-29 16:10:00.000000,0.041,0.5,0,0,0.98,1.24,0.5
1536,3681163,2252,2024-10-29 16:05:00.000000,0.044,0.52,0,0,0.9,1.45,0.46
1537,3681162,2252,2024-10-29 16:00:00.000000,0.03,0.36,0,0,0.85,0.83,0.4
1538,3679487,2252,2024-10-29 15:55:00.000000,0.036,0.43,0,0,0.71,1.37,0.49
1539,3679486,2252,2024-10-29 15:50:00.000000,0.023,0.28,0,0,0.7,0.86,0.49
1540,3679485,2252,2024-10-29 15:45:00.000000,0.025,0.3,0,0,0.7,0.92,0.5
1541,3679484,2252,2024-10-29 15:40:00.000000,0.037,0.43,0,0,0.73,1.23,0.6
1542,3679483,2252,2024-10-29 15:35:00.000000,0.037,0.44,0,0,0.8,0.75,0.7
1543,3679482,2252,2024-10-29 15:30:00.000000,0.044,0.53,0,0,0.81,1.32,0.6
1544,3679481,2252,2024-10-29 15:25:00.000000,0.046,0.55,0,0,1,1.04,0.7
1545,3679480,2252,2024-10-29 15:20:00.000000,0.051,0.62,0,0,1.05,1.23,0.7
1546,3679479,2252,2024-10-29 15:15:00.000000,0.072,0.87,0,0,1.05,1.51,1.65
1547,3679478,2252,2024-10-29 15:10:00.000000,0.042,0.5,0,0,1.08,0.7,0.7
1548,3679477,2252,2024-10-29 15:05:00.000000,0.047,0.57,0,0,0.86,1.38,0.7
1549,3679476,2252,2024-10-29 15:00:00.000000,0.039,0.47,0,0,0.8,1.09,0.61
1550,3677797,2252,2024-10-29 14:55:00.000000,0.039,0.47,0,0,0.8,0.98,0.7
1551,3677796,2252,2024-10-29 14:50:00.000000,0.059,0.71,0,0,1,1.55,0.9
1552,3677795,2252,2024-10-29 14:45:00.000000,0.022,0.26,0,0,0.69,0.69,0.4
1553,3677794,2252,2024-10-29 14:40:00.000000,0.033,0.39,0,0,0.7,1.33,0.4
1554,3677793,2252,2024-10-29 14:35:00.000000,0.024,0.28,0,0,0.74,0.82,0.4
1555,3677792,2252,2024-10-29 14:30:00.000000,0.027,0.34,0,0,0.8,0.96,0.31
1556,3677791,2252,2024-10-29 14:25:00.000000,0.034,0.41,0,0,0.8,1.18,0.4
1557,3677790,2252,2024-10-29 14:20:00.000000,0.023,0.28,0,0,0.8,0.63,0.4
1558,3677789,2252,2024-10-29 14:15:00.000000,0.03,0.39,0,0,0.93,1.16,0.4
1559,3677788,2252,2024-10-29 14:10:00.000000,0.019,0.21,0,0,0.7,0.64,0.4
1560,3677787,2252,2024-10-29 14:05:00.000000,0.028,0.34,0,0,0.7,1.16,0.4
1561,3677786,2252,2024-10-29 14:00:00.000000,0.046,0.54,0,0,0.79,1.35,0.59
1562,3676117,2252,2024-10-29 13:55:00.000000,0.039,0.47,0,0,0.8,0.97,0.7
1563,3676116,2252,2024-10-29 13:50:00.000000,0.046,0.56,0,0,0.8,1.4,0.7
1564,3676115,2252,2024-10-29 13:45:00.000000,0.035,0.42,0,0,0.81,0.7,0.7
1565,3676114,2252,2024-10-29 13:40:00.000000,0.052,0.63,0,0,1,1.38,0.7
1566,3676113,2252,2024-10-29 13:35:00.000000,0.046,0.54,0,0,1,0.99,0.69
1567,3676112,2252,2024-10-29 13:30:00.000000,0.045,0.54,0,0,1.01,1.09,0.6
1568,3676111,2252,2024-10-29 13:25:00.000000,0.051,0.6,0,0,0.98,1.34,0.72
1569,3676110,2252,2024-10-29 13:20:00.000000,0.044,0.54,0,0,0.94,1.05,0.76
1570,3676109,2252,2024-10-29 13:15:00.000000,0.033,0.4,0,0,0.7,1.37,0.4
1571,3676108,2252,2024-10-29 13:10:00.000000,0.019,0.22,0,0,0.7,0.67,0.4
1572,3676107,2252,2024-10-29 13:05:00.000000,0.026,0.32,0,0,0.7,1.09,0.4
1573,3676106,2252,2024-10-29 13:00:00.000000,0.024,0.29,0,0,0.7,1.08,0.31
1574,3674437,2252,2024-10-29 12:55:00.000000,0.02,0.24,0,0,0.7,0.76,0.4
1575,3674436,2252,2024-10-29 12:50:00.000000,0.033,0.4,0,0,0.79,1.18,0.4
1576,3674435,2252,2024-10-29 12:45:00.000000,0.025,0.3,0,0,0.8,0.71,0.4
1577,3674434,2252,2024-10-29 12:40:00.000000,0.032,0.39,0,0,0.8,1.11,0.4
1578,3674433,2252,2024-10-29 12:35:00.000000,0.032,0.4,0,0,0.93,1,0.4
1579,3674432,2252,2024-10-29 12:30:00.000000,0.028,0.33,0,0,0.71,1.02,0.34
1580,3674431,2252,2024-10-29 12:25:00.000000,0.046,0.55,0,0,0.8,1.37,0.7
1581,3674430,2252,2024-10-29 12:20:00.000000,0.035,0.42,0,0,0.8,0.73,0.7
1582,3674429,2252,2024-10-29 12:15:00.000000,0.046,0.55,0,0,0.8,1.36,0.7
1583,3674428,2252,2024-10-29 12:10:00.000000,0.038,0.46,0,0,0.8,0.92,0.7
1584,3674427,2252,2024-10-29 12:05:00.000000,0.042,0.51,0,0,0.8,1.16,0.69
1585,3674426,2252,2024-10-29 12:00:00.000000,0.058,0.68,0,0,1.14,1.44,0.79
1586,3672756,2252,2024-10-29 11:55:00.000000,0.03,0.38,0,0,0.92,0.74,0.51
1587,3672755,2252,2024-10-29 11:50:00.000000,0.039,0.46,0,0,0.8,1.3,0.4
1588,3672754,2252,2024-10-29 11:45:00.000000,0.033,0.38,0,0,0.88,0.88,0.45
1589,3672753,2252,2024-10-29 11:40:00.000000,0.084,1.01,0,0,1.7,1.69,1.4
1590,3672752,2252,2024-10-29 11:35:00.000000,0.087,1.04,0,0,1.7,1.85,1.32
1591,3672751,2252,2024-10-29 11:30:00.000000,0.074,0.89,0,0,1.69,1.33,1.23
1592,3672750,2252,2024-10-29 11:25:00.000000,0.082,0.99,0,0,1.51,1.84,1.3
1593,3672749,2252,2024-10-29 11:20:00.000000,0.07,0.84,0,0,1.4,1.24,1.3
1594,3672748,2252,2024-10-29 11:15:00.000000,0.077,0.93,0,0,1.39,1.76,1.3
1595,3672747,2252,2024-10-29 11:10:00.000000,0.069,0.83,0,0,1.36,1.55,1.1
1596,3672746,2252,2024-10-29 11:05:00.000000,0.032,0.38,0,0,0.8,0.9,0.4
1597,3672745,2252,2024-10-29 11:00:00.000000,0.033,0.4,0,0,0.8,1.17,0.31
1598,3671059,2252,2024-10-29 10:55:00.000000,0.022,0.27,0,0,0.8,0.6,0.4
1599,3671058,2252,2024-10-29 10:50:00.000000,0.039,0.46,0,0,0.78,1.22,0.56
1600,3671057,2252,2024-10-29 10:45:00.000000,0.042,0.5,0,0,0.8,1.12,0.7
1601,3671056,2252,2024-10-29 10:40:00.000000,0.038,0.46,0,0,0.8,0.93,0.7
1602,3671055,2252,2024-10-29 10:35:00.000000,0.046,0.55,0,0,0.8,1.36,0.69
1603,3671054,2252,2024-10-29 10:30:00.000000,0.032,0.39,0,0,0.8,0.71,0.6
1604,3671053,2252,2024-10-29 10:25:00.000000,0.048,0.56,0,0,0.8,1.4,0.7
1605,3671052,2252,2024-10-29 10:20:00.000000,0.048,0.58,0,0,0.86,1.31,0.69
1606,3671051,2252,2024-10-29 10:15:00.000000,0.057,0.69,0,0,1.19,1.29,0.84
1607,3671050,2252,2024-10-29 10:10:00.000000,0.041,0.51,0,0,0.92,1.28,0.52
1608,3671049,2252,2024-10-29 10:05:00.000000,0.024,0.28,0,0,0.8,0.63,0.4
1609,3671048,2252,2024-10-29 10:00:00.000000,0.028,0.35,0,0,0.76,1.18,0.31
1610,3669348,2252,2024-10-29 09:55:00.000000,0.024,0.28,0,0,0.7,0.97,0.4
1611,3669347,2252,2024-10-29 09:50:00.000000,0.021,0.26,0,0,0.7,0.83,0.4
1612,3669346,2252,2024-10-29 09:45:00.000000,0.028,0.34,0,0,0.7,1.18,0.4
1613,3669345,2252,2024-10-29 09:40:00.000000,0.023,0.27,0,0,0.7,0.81,0.4
1614,3669344,2252,2024-10-29 09:35:00.000000,0.03,0.36,0,0,0.7,1.17,0.4
1615,3669343,2252,2024-10-29 09:30:00.000000,0.027,0.32,0,0,0.71,1.16,0.31
1616,3669342,2252,2024-10-29 09:25:00.000000,0.023,0.28,0,0,0.8,0.63,0.4
1617,3669341,2252,2024-10-29 09:20:00.000000,0.047,0.56,0,0,0.95,1.31,0.62
1618,3669340,2252,2024-10-29 09:15:00.000000,0.048,0.56,0,0,1.01,1.08,0.7
1619,3669339,2252,2024-10-29 09:10:00.000000,0.043,0.55,0,0,1.13,0.96,0.7
1620,3669338,2252,2024-10-29 09:05:00.000000,0.045,0.55,0,0,0.8,1.34,0.7
1621,3669337,2252,2024-10-29 09:00:00.000000,0.04,0.47,0,0,0.8,1.08,0.6
1622,3667650,2252,2024-10-29 08:55:00.000000,0.046,0.56,0,0,0.8,1.31,0.67
1623,3667649,2252,2024-10-29 08:50:00.000000,0.047,0.56,0,0,0.8,1.38,0.7
1624,3667648,2252,2024-10-29 08:45:00.000000,0.046,0.55,0,0,0.98,0.96,0.84
1625,3667647,2252,2024-10-29 08:40:00.000000,0.026,0.32,0,0,0.7,1.1,0.4
1626,3667646,2252,2024-10-29 08:35:00.000000,0.034,0.4,0,0,0.79,1.18,0.4
1627,3667645,2252,2024-10-29 08:30:00.000000,0.021,0.25,0,0,0.8,0.61,0.31
1628,3667644,2252,2024-10-29 08:25:00.000000,0.034,0.42,0,0,0.8,1.21,0.4
1629,3667643,2252,2024-10-29 08:20:00.000000,0.032,0.37,0,0,0.81,1.05,0.4
1630,3667642,2252,2024-10-29 08:15:00.000000,0.027,0.33,0,0,0.7,0.94,0.5
1631,3667641,2252,2024-10-29 08:10:00.000000,0.033,0.39,0,0,0.7,1.28,0.5
1632,3667640,2252,2024-10-29 08:05:00.000000,0.023,0.27,0,0,0.7,0.82,0.43
1633,3667639,2252,2024-10-29 08:00:00.000000,0.023,0.28,0,0,0.7,0.95,0.4
1634,3665958,2252,2024-10-29 07:55:00.000000,0.037,0.43,0,0,0.73,1.28,0.52
1635,3665957,2252,2024-10-29 07:50:00.000000,0.039,0.47,0,0,0.8,0.88,0.7
1636,3665956,2252,2024-10-29 07:45:00.000000,0.05,0.6,0,0,0.99,1.29,0.7
1637,3665955,2252,2024-10-29 07:40:00.000000,0.054,0.65,0,0,1.09,1.4,0.76
1638,3665954,2252,2024-10-29 07:35:00.000000,0.048,0.57,0,0,1.09,0.95,0.7
1639,3665953,2252,2024-10-29 07:30:00.000000,0.062,0.74,0,0,1.31,1.55,0.64
1640,3665952,2252,2024-10-29 07:25:00.000000,0.07,0.83,0,0,1.11,1.86,0.88
1641,3665951,2252,2024-10-29 07:20:00.000000,0.063,0.77,0,0,1.1,1.48,1
1642,3665950,2252,2024-10-29 07:15:00.000000,0.086,1.03,0,0,1.58,2.21,1.05
1643,3665949,2252,2024-10-29 07:10:00.000000,0.053,0.63,0,0,1.2,1.64,0.5
1644,3665948,2252,2024-10-29 07:05:00.000000,0.05,0.6,0,0,1.43,1.39,0.48
1645,3665947,2252,2024-10-29 07:00:00.000000,0.083,1.01,0,0,1.9,1.99,1.62
1646,3664272,2252,2024-10-29 06:55:00.000000,0.061,0.72,0,0,2.1,1.69,0.49
1647,3664271,2252,2024-10-29 06:50:00.000000,0.05,0.61,0,0,2.4,1.46,0.5
1648,3664270,2252,2024-10-29 06:45:00.000000,0.074,0.87,0,0,2.4,2.53,0.5
1649,3664269,2252,2024-10-29 06:40:00.000000,0.049,0.58,0,0,2.38,1.42,0.5
1650,3664268,2252,2024-10-29 06:35:00.000000,0.047,0.56,0,0,2.3,1.57,0.5
1651,3664267,2252,2024-10-29 06:30:00.000000,0.053,0.64,0,0,2.3,1.96,0.41
1652,3664266,2252,2024-10-29 06:25:00.000000,0.092,1.04,0,0,3.95,1.63,0.62
1653,3664265,2252,2024-10-29 06:20:00.000000,0.246,2.94,0,0,10.11,3.37,0.8
1654,3664264,2252,2024-10-29 06:15:00.000000,0.219,2.63,0,0,10.17,2.03,0.8
1655,3664263,2252,2024-10-29 06:10:00.000000,0.208,2.51,0,0,10.17,1.49,0.8
1656,3664262,2252,2024-10-29 06:05:00.000000,0.223,2.67,0,0,10.35,2,0.8
1657,3664261,2252,2024-10-29 06:00:00.000000,0.221,2.65,0,0,10.41,1.92,0.71
1658,3662584,2252,2024-10-29 05:55:00.000000,0.23,2.73,0,0,10.4,2.32,0.7
1659,3662583,2252,2024-10-29 05:50:00.000000,0.242,2.92,0,0,10.35,3.05,0.7
1660,3662582,2252,2024-10-29 05:45:00.000000,0.242,2.87,0,0,9.94,3.1,0.7
1661,3662581,2252,2024-10-29 05:40:00.000000,0.248,2.98,0,0,9.84,3.18,0.95
1662,3662580,2252,2024-10-29 05:35:00.000000,0.283,3.38,0,0,9.37,5.92,0.4
1663,3662579,2252,2024-10-29 05:30:00.000000,0.269,3.22,0,0,9.3,5.41,0.31
1664,3662578,2252,2024-10-29 05:25:00.000000,0.175,2.11,0,0,9.32,0.89,0.4
1665,3662577,2252,2024-10-29 05:20:00.000000,0.183,2.19,0,0,9.31,1.22,0.4
1666,3662576,2252,2024-10-29 05:15:00.000000,0.18,2.16,0,0,9.52,0.86,0.4
1667,3662575,2252,2024-10-29 05:10:00.000000,0.183,2.19,0,0,9.58,0.94,0.4
1668,3662574,2252,2024-10-29 05:05:00.000000,0.187,2.26,0,0,9.6,1.2,0.4
1669,3662573,2252,2024-10-29 05:00:00.000000,0.177,2.11,0,0,9.57,0.71,0.31
1670,3660894,2252,2024-10-29 04:55:00.000000,0.182,2.18,0,0,8.88,1.15,0.5
1671,3660893,2252,2024-10-29 04:50:00.000000,0.194,2.33,0,0,8.94,1.35,0.7
1672,3660892,2252,2024-10-29 04:45:00.000000,0.184,2.21,0,0,8.94,0.78,0.7
1673,3660891,2252,2024-10-29 04:40:00.000000,0.196,2.35,0,0,8.92,1.42,0.7
1674,3660890,2252,2024-10-29 04:35:00.000000,0.192,2.29,0,0,8.91,1.19,0.7
1675,3660889,2252,2024-10-29 04:30:00.000000,0.183,2.21,0,0,8.93,0.88,0.61
1676,3660888,2252,2024-10-29 04:25:00.000000,0.2,2.4,0,0,9.16,1.4,0.7
1677,3660887,2252,2024-10-29 04:20:00.000000,0.195,2.34,0,0,9.2,1.07,0.7
1678,3660886,2252,2024-10-29 04:15:00.000000,0.196,2.35,0,0,9.2,1.09,0.7
1679,3660885,2252,2024-10-29 04:10:00.000000,0.214,2.58,0,0,9.3,1.79,0.89
1680,3660884,2252,2024-10-29 04:05:00.000000,0.17,2.04,0,0,8.7,0.84,0.4
1681,3660883,2252,2024-10-29 04:00:00.000000,0.172,2.07,0,0,8.69,1.08,0.31
1682,3659207,2252,2024-10-29 03:55:00.000000,0.177,2.12,0,0,8.69,1.18,0.4
1683,3659206,2252,2024-10-29 03:50:00.000000,0.168,2.02,0,0,8.74,0.69,0.4
1684,3659205,2252,2024-10-29 03:45:00.000000,0.178,2.13,0,0,8.79,1.11,0.4
1685,3659204,2252,2024-10-29 03:40:00.000000,0.177,2.11,0,0,8.7,1.13,0.4
1686,3659203,2252,2024-10-29 03:35:00.000000,0.171,2.06,0,0,8.93,0.66,0.4
1687,3659202,2252,2024-10-29 03:30:00.000000,0.183,2.21,0,0,8.98,1.24,0.31
1688,3659201,2252,2024-10-29 03:25:00.000000,0.187,2.24,0,0,9.03,1.18,0.4
1689,3659200,2252,2024-10-29 03:20:00.000000,0.175,2.14,0,0,9.07,0.83,0.4
1690,3659199,2252,2024-10-29 03:15:00.000000,0.192,2.3,0,0,8.95,1.32,0.62
1691,3659198,2252,2024-10-29 03:10:00.000000,0.191,2.3,0,0,9.02,1.03,0.7
1692,3659197,2252,2024-10-29 03:05:00.000000,0.193,2.31,0,0,9.02,1.1,0.7
1693,3659196,2252,2024-10-29 03:00:00.000000,0.196,2.35,0,0,9.02,1.38,0.61
1694,3657526,2252,2024-10-29 02:55:00.000000,0.19,2.27,0,0,9.04,0.89,0.7
1695,3657525,2252,2024-10-29 02:50:00.000000,0.195,2.35,0,0,9.11,1.17,0.7
1696,3657524,2252,2024-10-29 02:45:00.000000,0.205,2.48,0,0,9.33,1.5,0.7
1697,3657523,2252,2024-10-29 02:40:00.000000,0.208,2.5,0,0,9.47,1.17,0.89
1698,3657522,2252,2024-10-29 02:35:00.000000,0.185,2.22,0,0,9.07,1.2,0.4
1699,3657521,2252,2024-10-29 02:30:00.000000,0.18,2.15,0,0,8.96,1.1,0.32
1700,3657520,2252,2024-10-29 02:25:00.000000,0.169,2.03,0,0,8.8,0.69,0.4
1701,3657519,2252,2024-10-29 02:20:00.000000,0.179,2.15,0,0,8.8,1.18,0.4
1702,3657518,2252,2024-10-29 02:15:00.000000,0.175,2.1,0,0,8.81,0.97,0.4
1703,3657517,2252,2024-10-29 02:10:00.000000,0.172,2.07,0,0,8.79,0.84,0.4
1704,3657516,2252,2024-10-29 02:05:00.000000,0.18,2.16,0,0,8.8,1.22,0.4
1705,3657515,2252,2024-10-29 02:00:00.000000,0.179,2.14,0,0,8.9,1.02,0.31
1706,3655847,2252,2024-10-29 01:55:00.000000,0.182,2.19,0,0,9.07,1.02,0.4
1707,3655846,2252,2024-10-29 01:50:00.000000,0.186,2.23,0,0,9.08,1.24,0.4
1708,3655845,2252,2024-10-29 01:45:00.000000,0.186,2.23,0,0,9.2,0.83,0.56
1709,3655844,2252,2024-10-29 01:40:00.000000,0.198,2.38,0,0,9.17,1.25,0.7
1710,3655843,2252,2024-10-29 01:35:00.000000,0.197,2.36,0,0,9,1.38,0.7
1711,3655842,2252,2024-10-29 01:30:00.000000,0.185,2.21,0,0,9.01,0.79,0.62
1712,3655841,2252,2024-10-29 01:25:00.000000,0.199,2.4,0,0,9.5,1.33,0.7
1713,3655840,2252,2024-10-29 01:20:00.000000,0.205,2.45,0,0,9.61,1.45,0.72
1714,3655839,2252,2024-10-29 01:15:00.000000,0.2,2.41,0,0,9.67,1.1,0.81
1715,3655838,2252,2024-10-29 01:10:00.000000,0.189,2.27,0,0,9.57,1.23,0.4
1716,3655837,2252,2024-10-29 01:05:00.000000,0.212,2.52,0,0,10.06,1.32,0.8
1717,3655836,2252,2024-10-29 01:00:00.000000,0.24,2.88,0,0,10.68,1.53,1.32
1718,3654176,2252,2024-10-29 00:55:00.000000,0.249,2.99,0,0,10.69,1.95,1.4
1719,3654175,2252,2024-10-29 00:50:00.000000,0.238,2.85,0,0,10.58,1.49,1.37
1720,3654174,2252,2024-10-29 00:45:00.000000,0.238,2.86,0,0,10.4,1.67,1.32
1721,3654173,2252,2024-10-29 00:40:00.000000,0.241,2.89,0,0,10.33,1.91,1.3
1722,3654172,2252,2024-10-29 00:35:00.000000,0.222,2.66,0,0,10.2,1.35,1.07
1723,3654171,2252,2024-10-29 00:30:00.000000,0.183,2.2,0,0,9.51,1.15,0.31
1724,3654170,2252,2024-10-29 00:25:00.000000,0.184,2.19,0,0,9.4,1.16,0.4
1725,3654169,2252,2024-10-29 00:20:00.000000,0.172,2.07,0,0,9.4,0.65,0.4
1726,3654168,2252,2024-10-29 00:15:00.000000,0.196,2.36,0,0,9.55,1.31,0.62
1727,3654167,2252,2024-10-29 00:10:00.000000,0.211,2.51,0,0,10.08,1.26,0.7
1728,3654166,2252,2024-10-29 00:05:00.000000,0.207,2.49,0,0,10.39,0.81,0.7
1729,3654165,2252,2024-10-29 00:00:00.000000,0.209,2.51,0,0,10.1,1.36,0.62
1730,3652495,2252,2024-10-28 23:55:00.000000,0.202,2.42,0,0,9.58,1.37,0.69
1731,3652494,2252,2024-10-28 23:50:00.000000,0.199,2.4,0,0,9.69,1.07,0.7
1732,3652493,2252,2024-10-28 23:45:00.000000,0.216,2.58,0,0,9.93,1.5,0.88
1733,3652492,2252,2024-10-28 23:40:00.000000,0.193,2.31,0,0,9.94,1.1,0.53
1734,3652491,2252,2024-10-28 23:35:00.000000,0.18,2.17,0,0,9.61,0.78,0.4
1735,3652490,2252,2024-10-28 23:30:00.000000,0.182,2.17,0,0,9.34,1.21,0.32
1736,3652489,2252,2024-10-28 23:25:00.000000,0.177,2.12,0,0,9.32,0.93,0.39
1737,3652488,2252,2024-10-28 23:20:00.000000,0.176,2.12,0,0,9.48,0.85,0.4
1738,3652487,2252,2024-10-28 23:15:00.000000,0.184,2.21,0,0,9.43,1.22,0.4
1739,3652486,2252,2024-10-28 23:10:00.000000,0.182,2.17,0,0,9.31,0.94,0.4
1740,3652485,2252,2024-10-28 23:05:00.000000,0.18,2.16,0,0,9.3,1.05,0.4
1741,3652484,2252,2024-10-28 23:00:00.000000,0.183,2.21,0,0,9.69,1.19,0.33
1742,3650803,2252,2024-10-28 22:55:00.000000,0.18,2.15,0,0,9.61,0.67,0.48
1743,3650802,2252,2024-10-28 22:50:00.000000,0.19,2.29,0,0,9.72,1.15,0.5
1744,3650801,2252,2024-10-28 22:45:00.000000,0.194,2.31,0,0,10.01,1.1,0.5
1745,3650800,2252,2024-10-28 22:40:00.000000,0.183,2.19,0,0,10.08,0.74,0.5
1746,3650799,2252,2024-10-28 22:35:00.000000,0.091,1.15,0,0,5.08,1.23,0.5
