#,id,resource_id,at_date_time,active_energy_outlet,active_effect_outlet,active_energy_input,active_effect_input,phase_current1,phase_current2,phase_current3
1189,3730923,2252,2024-10-30 21:00:00.000000,0.09,1.1,0,0,2.85,2.14,1.01
1190,3729218,2252,2024-10-30 20:55:00.000000,0.098,1.19,0,0,2.64,2.69,1.06
1191,3729217,2252,2024-10-30 20:50:00.000000,0.087,1.01,0,0,2.62,2.17,0.98
1192,3729216,2252,2024-10-30 20:45:00.000000,0.084,1.02,0,0,2.53,1.94,1.05
1193,3729215,2252,2024-10-30 20:40:00.000000,0.099,1.22,0,0,2.47,2.46,1.11
1194,3729214,2252,2024-10-30 20:35:00.000000,0.097,1.15,0,0,2.47,2.25,1.07
1195,3729213,2252,2024-10-30 20:30:00.000000,0.1,1.2,0,0,2.48,2.42,1.07
1196,3729212,2252,2024-10-30 20:25:00.000000,0.133,1.61,0,0,3.27,3.48,1.2
1197,3729211,2252,2024-10-30 20:20:00.000000,0.179,2.09,0,0,2.96,5.67,1.23
1198,3729210,2252,2024-10-30 20:15:00.000000,0.215,2.61,0,0,3.02,7.72,1.35
1199,3729209,2252,2024-10-30 20:10:00.000000,0.216,2.65,0,0,3.33,7.56,1.46
1200,3729208,2252,2024-10-30 20:05:00.000000,0.218,2.6,0,0,2.94,7.83,1.45
1201,3729207,2252,2024-10-30 20:00:00.000000,0.213,2.51,0,0,2.84,7.7,1.34
1202,3727483,2252,2024-10-30 19:55:00.000000,0.238,2.81,0,0,2.82,9.04,1.33
1203,3727482,2252,2024-10-30 19:50:00.000000,0.273,3.33,0,0,2.89,10.96,1.48
1204,3727481,2252,2024-10-30 19:45:00.000000,0.277,3.31,0,0,2.85,11,1.4
1205,3727480,2252,2024-10-30 19:40:00.000000,0.273,3.28,0,0,2.87,10.8,1.46
1206,3727479,2252,2024-10-30 19:35:00.000000,0.15,1.91,0,0,2.99,4.47,1.47
1207,3727478,2252,2024-10-30 19:30:00.000000,0.117,1.4,0,0,3.09,2.58,1.4
1208,3727477,2252,2024-10-30 19:25:00.000000,0.146,1.74,0,0,4.9,2.27,1.28
1209,3727476,2252,2024-10-30 19:20:00.000000,0.132,1.63,0,0,3.68,2.67,1.54
1210,3727475,2252,2024-10-30 19:15:00.000000,0.159,1.93,0,0,3.78,3.2,2.05
1211,3727474,2252,2024-10-30 19:10:00.000000,0.142,1.72,0,0,3.66,2.58,2.03
1212,3727473,2252,2024-10-30 19:05:00.000000,0.135,1.62,0,0,3.39,2.64,1.8
1213,3727472,2252,2024-10-30 19:00:00.000000,0.13,1.46,0,0,3.24,2.52,1.48
1214,3725746,2252,2024-10-30 18:55:00.000000,0.103,1.2,0,0,3.18,1.97,1.15
1215,3725745,2252,2024-10-30 18:50:00.000000,0.11,1.32,0,0,3.36,2.36,1.13
1216,3725744,2252,2024-10-30 18:45:00.000000,0.116,1.39,0,0,3.37,2.66,1.11
1217,3725743,2252,2024-10-30 18:40:00.000000,0.118,1.39,0,0,3.88,1.99,1.26
1218,3725742,2252,2024-10-30 18:35:00.000000,0.298,3.55,0,0,11.98,2.57,1.42
1219,3725741,2252,2024-10-30 18:30:00.000000,0.254,3.05,0,0,9.77,2.61,1.5
1220,3725740,2252,2024-10-30 18:25:00.000000,0.277,3.34,0,0,11.56,2.08,1.4
1221,3725739,2252,2024-10-30 18:20:00.000000,0.107,1.31,0,0,2.93,2.49,1.42
1222,3725738,2252,2024-10-30 18:15:00.000000,0.076,0.89,0,0,2.1,2.02,0.93
1223,3725737,2252,2024-10-30 18:10:00.000000,0.069,0.84,0,0,2.1,1.61,0.95
1224,3725736,2252,2024-10-30 18:05:00.000000,0.071,0.85,0,0,2.06,1.95,0.77
1225,3725735,2252,2024-10-30 18:00:00.000000,0.064,0.74,0,0,2.41,1.84,0.7
1226,3724005,2252,2024-10-30 17:55:00.000000,0.054,0.68,0,0,2.35,1.52,0.87
1227,3724004,2252,2024-10-30 17:50:00.000000,0.059,0.7,0,0,2.3,1.95,0.66
1228,3724003,2252,2024-10-30 17:45:00.000000,0.061,0.7,0,0,2.3,1.95,0.56
1229,3724002,2252,2024-10-30 17:40:00.000000,0.071,0.86,0,0,2.32,2.03,0.9
1230,3724001,2252,2024-10-30 17:35:00.000000,0.075,0.9,0,0,2.33,2.11,0.93
1231,3724000,2252,2024-10-30 17:30:00.000000,0.144,1.73,0,0,2.35,1.6,4.94
1232,3723999,2252,2024-10-30 17:25:00.000000,0.276,3.23,0,0,2.42,1.78,11.18
1233,3723998,2252,2024-10-30 17:20:00.000000,0.228,2.77,0,0,2.53,2.08,8.51
1234,3723997,2252,2024-10-30 17:15:00.000000,0.275,3.27,0,0,2.53,1.64,11.12
1235,3723996,2252,2024-10-30 17:10:00.000000,0.283,3.42,0,0,2.54,2.12,11.22
1236,3723995,2252,2024-10-30 17:05:00.000000,0.194,2.38,0,0,2.49,2.01,7.1
1237,3723994,2252,2024-10-30 17:00:00.000000,0.058,0.71,0,0,2.32,1.47,0.82
1238,3722254,2252,2024-10-30 16:55:00.000000,0.117,1.37,0,0,3.48,2.92,0.97
1239,3722253,2252,2024-10-30 16:50:00.000000,0.081,0.97,0,0,2.9,1.85,0.93
1240,3722252,2252,2024-10-30 16:45:00.000000,0.057,0.71,0,0,2.33,1.27,0.97
1241,3722251,2252,2024-10-30 16:40:00.000000,0.062,0.74,0,0,2.31,1.6,0.86
1242,3722250,2252,2024-10-30 16:35:00.000000,0.067,0.79,0,0,2.38,1.52,0.96
1243,3722249,2252,2024-10-30 16:30:00.000000,0.049,0.62,0,0,2.39,1.34,0.62
1244,3722248,2252,2024-10-30 16:25:00.000000,0.051,0.62,0,0,2.21,1.41,0.56
1245,3722247,2252,2024-10-30 16:20:00.000000,0.035,0.4,0,0,1.51,0.85,0.46
1246,3722246,2252,2024-10-30 16:15:00.000000,0.046,0.54,0,0,1.39,1.19,0.73
1247,3722245,2252,2024-10-30 16:10:00.000000,0.042,0.51,0,0,0.85,0.93,1.17
1248,3722244,2252,2024-10-30 16:05:00.000000,0.033,0.39,0,0,0.74,0.86,0.81
1249,3722243,2252,2024-10-30 16:00:00.000000,0.04,0.46,0,0,0.75,1.19,0.78
1250,3720511,2252,2024-10-30 15:55:00.000000,0.043,0.54,0,0,0.95,0.79,0.92
1251,3720510,2252,2024-10-30 15:50:00.000000,0.059,0.71,0,0,0.93,1.63,0.89
1252,3720509,2252,2024-10-30 15:45:00.000000,0.061,0.72,0,0,1.25,1.5,0.79
1253,3720508,2252,2024-10-30 15:40:00.000000,0.052,0.61,0,0,1.06,1.13,0.83
1254,3720507,2252,2024-10-30 15:35:00.000000,0.059,0.74,0,0,1.27,1.38,0.95
1255,3720506,2252,2024-10-30 15:30:00.000000,0.045,0.54,0,0,1.19,0.74,0.81
1256,3720505,2252,2024-10-30 15:25:00.000000,0.054,0.65,0,0,1.11,1.4,0.73
1257,3720504,2252,2024-10-30 15:20:00.000000,0.051,0.6,0,0,1,1.17,0.8
1258,3720503,2252,2024-10-30 15:15:00.000000,0.063,0.75,0,0,1.23,1.53,0.91
1259,3720502,2252,2024-10-30 15:10:00.000000,0.101,1.18,0,0,2.19,2.39,1.04
1260,3720501,2252,2024-10-30 15:05:00.000000,0.02,0.24,0,0,0.74,0.68,0.45
1261,3720500,2252,2024-10-30 15:00:00.000000,0.032,0.41,0,0,0.83,1.17,0.56
1262,3718762,2252,2024-10-30 14:55:00.000000,0.025,0.29,0,0,0.78,0.75,0.53
1263,3718761,2252,2024-10-30 14:50:00.000000,0.03,0.37,0,0,0.81,1.05,0.52
1264,3718760,2252,2024-10-30 14:45:00.000000,0.036,0.42,0,0,0.85,1.1,0.47
1265,3718759,2252,2024-10-30 14:40:00.000000,0.032,0.42,0,0,1.01,0.77,0.57
1266,3718758,2252,2024-10-30 14:35:00.000000,0.044,0.53,0,0,0.91,1.36,0.53
1267,3718757,2252,2024-10-30 14:30:00.000000,0.028,0.32,0,0,0.85,0.74,0.45
1268,3718756,2252,2024-10-30 14:25:00.000000,0.036,0.46,0,0,0.83,1.09,0.67
1269,3718755,2252,2024-10-30 14:20:00.000000,0.049,0.59,0,0,0.92,1.24,0.85
1270,3718754,2252,2024-10-30 14:15:00.000000,0.041,0.47,0,0,0.85,0.83,0.76
1271,3718753,2252,2024-10-30 14:10:00.000000,0.05,0.6,0,0,0.87,1.37,0.8
1272,3718752,2252,2024-10-30 14:05:00.000000,0.038,0.47,0,0,0.91,0.7,0.82
1273,3718751,2252,2024-10-30 14:00:00.000000,0.05,0.58,0,0,0.87,1.39,0.72
1274,3717016,2252,2024-10-30 13:55:00.000000,0.048,0.55,0,0,1.06,0.86,0.78
1275,3717015,2252,2024-10-30 13:50:00.000000,0.059,0.73,0,0,1.13,1.5,0.83
1276,3717014,2252,2024-10-30 13:45:00.000000,0.066,0.78,0,0,1.36,1.37,0.99
1277,3717013,2252,2024-10-30 13:40:00.000000,0.031,0.38,0,0,0.89,0.84,0.54
1278,3717012,2252,2024-10-30 13:35:00.000000,0.03,0.37,0,0,0.79,1.07,0.53
1279,3717011,2252,2024-10-30 13:30:00.000000,0.021,0.25,0,0,0.75,0.72,0.43
1280,3717010,2252,2024-10-30 13:25:00.000000,0.031,0.35,0,0,0.74,1.12,0.47
1281,3717009,2252,2024-10-30 13:20:00.000000,0.023,0.28,0,0,0.79,0.63,0.57
1282,3717008,2252,2024-10-30 13:15:00.000000,0.033,0.41,0,0,0.8,1.18,0.56
1283,3717007,2252,2024-10-30 13:10:00.000000,0.021,0.26,0,0,0.75,0.62,0.47
1284,3717006,2252,2024-10-30 13:05:00.000000,0.043,0.51,0,0,0.89,1.39,0.46
1285,3717005,2252,2024-10-30 13:00:00.000000,0.029,0.36,0,0,0.94,0.64,0.53
1286,3715267,2252,2024-10-30 12:55:00.000000,0.037,0.46,0,0,0.9,1.14,0.53
1287,3715266,2252,2024-10-30 12:50:00.000000,0.042,0.49,0,0,1.21,0.68,0.72
1288,3715265,2252,2024-10-30 12:45:00.000000,0.05,0.59,0,0,0.88,1.33,0.81
1289,3715264,2252,2024-10-30 12:40:00.000000,0.042,0.52,0,0,0.92,0.83,0.87
1290,3715263,2252,2024-10-30 12:35:00.000000,0.046,0.54,0,0,0.85,1.18,0.73
1291,3715262,2252,2024-10-30 12:30:00.000000,0.039,0.47,0,0,0.89,0.8,0.76
1292,3715261,2252,2024-10-30 12:25:00.000000,0.049,0.6,0,0,0.9,1.3,0.84
1293,3715260,2252,2024-10-30 12:20:00.000000,0.047,0.56,0,0,0.87,1.09,0.8
1294,3715259,2252,2024-10-30 12:15:00.000000,0.063,0.73,0,0,1.15,1.41,0.95
1295,3715258,2252,2024-10-30 12:10:00.000000,0.045,0.56,0,0,1.11,1.05,0.77
1296,3715257,2252,2024-10-30 12:05:00.000000,0.03,0.36,0,0,0.85,0.84,0.47
1297,3715256,2252,2024-10-30 12:00:00.000000,0.037,0.44,0,0,0.9,1.15,0.45
1298,3713528,2252,2024-10-30 11:55:00.000000,0.022,0.26,0,0,0.79,0.63,0.5
1299,3713527,2252,2024-10-30 11:50:00.000000,0.033,0.41,0,0,0.8,1.18,0.58
1300,3713526,2252,2024-10-30 11:45:00.000000,0.024,0.28,0,0,0.78,0.71,0.53
1301,3713525,2252,2024-10-30 11:40:00.000000,0.034,0.39,0,0,0.75,1.14,0.48
1302,3713524,2252,2024-10-30 11:35:00.000000,0.034,0.46,0,0,0.81,1.3,0.58
1303,3713523,2252,2024-10-30 11:30:00.000000,0.02,0.24,0,0,0.74,0.71,0.4
1304,3713522,2252,2024-10-30 11:25:00.000000,0.044,0.49,0,0,0.88,1.27,0.57
1305,3713521,2252,2024-10-30 11:20:00.000000,0.046,0.57,0,0,1.19,0.75,0.88
1306,3713520,2252,2024-10-30 11:15:00.000000,0.056,0.69,0,0,1.21,1.32,0.87
1307,3713519,2252,2024-10-30 11:10:00.000000,0.049,0.56,0,0,1.08,1,0.73
1308,3713518,2252,2024-10-30 11:05:00.000000,0.048,0.61,0,0,1.11,1.11,0.85
1309,3713517,2252,2024-10-30 11:00:00.000000,0.051,0.62,0,0,0.93,1.34,0.8
1310,3711787,2252,2024-10-30 10:55:00.000000,0.046,0.53,0,0,0.85,1.06,0.76
1311,3711786,2252,2024-10-30 10:50:00.000000,0.05,0.58,0,0,0.84,1.35,0.75
1312,3711785,2252,2024-10-30 10:45:00.000000,0.048,0.61,0,0,1.15,0.89,1.06
1313,3711784,2252,2024-10-30 10:40:00.000000,0.034,0.36,0,0,0.73,1.19,0.46
1314,3711783,2252,2024-10-30 10:35:00.000000,0.023,0.27,0,0,0.77,0.67,0.49
1315,3711782,2252,2024-10-30 10:30:00.000000,0.036,0.44,0,0,0.9,1.13,0.49
1316,3711781,2252,2024-10-30 10:25:00.000000,0.036,0.42,0,0,0.9,1.04,0.53
1317,3711780,2252,2024-10-30 10:20:00.000000,0.032,0.38,0,0,0.87,0.79,0.48
1318,3711779,2252,2024-10-30 10:15:00.000000,0.044,0.53,0,0,0.9,1.38,0.56
1319,3711778,2252,2024-10-30 10:10:00.000000,0.021,0.27,0,0,0.77,0.64,0.53
1320,3711777,2252,2024-10-30 10:05:00.000000,0.031,0.38,0,0,0.77,1.17,0.51
1321,3711776,2252,2024-10-30 10:00:00.000000,0.044,0.51,0,0,0.91,1.2,0.69
1322,3710056,2252,2024-10-30 09:55:00.000000,0.058,0.71,0,0,1.12,1.25,1.05
1323,3710055,2252,2024-10-30 09:50:00.000000,0.073,0.89,0,0,1.29,1.75,1.16
1324,3710054,2252,2024-10-30 09:45:00.000000,0.102,1.18,0,0,2,1.75,1.77
1325,3710053,2252,2024-10-30 09:40:00.000000,0.114,1.38,0,0,2.29,2.22,1.81
1326,3710052,2252,2024-10-30 09:35:00.000000,0.088,1.06,0,0,1.63,2,1.3
1327,3710051,2252,2024-10-30 09:30:00.000000,0.059,0.72,0,0,1.41,1.06,1.03
1328,3710050,2252,2024-10-30 09:25:00.000000,0.073,0.88,0,0,1.35,1.74,1.1
1329,3710049,2252,2024-10-30 09:20:00.000000,0.058,0.7,0,0,1.11,1.23,1.07
1330,3710048,2252,2024-10-30 09:15:00.000000,0.079,0.95,0,0,1.57,1.63,1.32
1331,3710047,2252,2024-10-30 09:10:00.000000,0.093,1.08,0,0,1.76,1.94,1.41
1332,3710046,2252,2024-10-30 09:05:00.000000,0.076,0.93,0,0,1.62,1.32,1.45
1333,3710045,2252,2024-10-30 09:00:00.000000,0.087,1.06,0,0,1.49,2.12,1.33
1334,3708333,2252,2024-10-30 08:55:00.000000,0.087,1.02,0,0,1.47,1.95,1.4
1335,3708332,2252,2024-10-30 08:50:00.000000,0.084,1.01,0,0,1.77,1.43,1.47
1336,3708331,2252,2024-10-30 08:45:00.000000,0.045,0.56,0,0,1.02,1.32,0.65
1337,3708330,2252,2024-10-30 08:40:00.000000,0.05,0.57,0,0,1.06,1.1,0.73
1338,3708329,2252,2024-10-30 08:35:00.000000,0.05,0.59,0,0,1.07,1.05,0.76
1339,3708328,2252,2024-10-30 08:30:00.000000,0.051,0.64,0,0,0.93,1.52,0.8
1340,3708327,2252,2024-10-30 08:25:00.000000,0.044,0.52,0,0,0.87,1,0.79
1341,3708326,2252,2024-10-30 08:20:00.000000,0.052,0.6,0,0,0.82,1.47,0.73
1342,3708325,2252,2024-10-30 08:15:00.000000,0.057,0.7,0,0,0.96,1.57,0.9
1343,3708324,2252,2024-10-30 08:10:00.000000,0.045,0.54,0,0,0.94,0.89,0.88
1344,3708323,2252,2024-10-30 08:05:00.000000,0.048,0.57,0,0,0.83,1.34,0.73
1345,3708322,2252,2024-10-30 08:00:00.000000,0.056,0.67,0,0,1.15,1.39,0.83
1346,3706613,2252,2024-10-30 07:55:00.000000,0.052,0.61,0,0,1.23,0.88,0.88
1347,3706612,2252,2024-10-30 07:50:00.000000,0.061,0.73,0,0,1.19,1.52,0.83
1348,3706611,2252,2024-10-30 07:45:00.000000,0.06,0.72,0,0,1.12,1.6,0.75
1349,3706610,2252,2024-10-30 07:40:00.000000,0.044,0.53,0,0,0.92,0.86,0.82
1350,3706609,2252,2024-10-30 07:35:00.000000,0.065,0.74,0,0,1.13,1.66,0.87
1351,3706608,2252,2024-10-30 07:30:00.000000,0.104,1.27,0,0,2.49,2.58,0.9
1352,3706607,2252,2024-10-30 07:25:00.000000,0.036,0.46,0,0,0.89,1.09,0.72
1353,3706606,2252,2024-10-30 07:20:00.000000,0.054,0.64,0,0,0.94,1.86,0.79
1354,3706605,2252,2024-10-30 07:15:00.000000,0.049,0.56,0,0,1.5,1.63,0.57
1355,3706604,2252,2024-10-30 07:10:00.000000,0.057,0.65,0,0,1.57,1.52,0.53
1356,3706603,2252,2024-10-30 07:05:00.000000,0.091,1.11,0,0,2.45,2.46,0.71
1357,3706602,2252,2024-10-30 07:00:00.000000,0.106,1.28,0,0,3.16,2.65,0.69
1358,3704910,2252,2024-10-30 06:55:00.000000,0.081,0.96,0,0,2.13,1.77,1.02
1359,3704909,2252,2024-10-30 06:50:00.000000,0.113,1.38,0,0,2.24,3.14,1.2
1360,3704908,2252,2024-10-30 06:45:00.000000,0.08,0.97,0,0,2.04,1.99,0.91
1361,3704907,2252,2024-10-30 06:40:00.000000,0.071,0.84,0,0,2.05,1.45,0.92
1362,3704906,2252,2024-10-30 06:35:00.000000,0.072,0.88,0,0,2.11,1.79,0.93
1363,3704905,2252,2024-10-30 06:30:00.000000,0.057,0.69,0,0,2.38,1.27,0.83
1364,3704904,2252,2024-10-30 06:25:00.000000,0.065,0.75,0,0,2.32,1.55,0.86
1365,3704903,2252,2024-10-30 06:20:00.000000,0.094,1.11,0,0,2.43,2.85,0.93
1366,3704902,2252,2024-10-30 06:15:00.000000,0.076,0.95,0,0,2.53,1.87,1
1367,3704901,2252,2024-10-30 06:10:00.000000,0.097,1.18,0,0,2.52,2.99,0.94
1368,3704900,2252,2024-10-30 06:05:00.000000,0.154,1.81,0,0,2.52,5.64,0.9
1369,3704899,2252,2024-10-30 06:00:00.000000,0.129,1.58,0,0,2.42,4.9,0.89
1370,3703211,2252,2024-10-30 05:55:00.000000,0.154,1.85,0,0,2.31,6.26,0.83
1371,3703210,2252,2024-10-30 05:50:00.000000,0.114,1.37,0,0,2.32,4.3,0.8
1372,3703209,2252,2024-10-30 05:45:00.000000,0.078,0.96,0,0,2.21,2.23,0.88
1373,3703208,2252,2024-10-30 05:40:00.000000,0.098,1.13,0,0,1.94,2.94,0.98
1374,3703207,2252,2024-10-30 05:35:00.000000,0.128,1.5,0,0,1.51,5.54,0.45
1375,3703206,2252,2024-10-30 05:30:00.000000,0.12,1.46,0,0,1.98,5.25,0.44
1376,3703205,2252,2024-10-30 05:25:00.000000,0.043,0.53,0,0,1.64,1.24,0.52
1377,3703204,2252,2024-10-30 05:20:00.000000,0.038,0.45,0,0,1.64,0.93,0.5
1378,3703203,2252,2024-10-30 05:15:00.000000,0.038,0.45,0,0,1.64,0.92,0.5
1379,3703202,2252,2024-10-30 05:10:00.000000,0.044,0.56,0,0,1.66,1.27,0.61
1380,3703201,2252,2024-10-30 05:05:00.000000,0.039,0.46,0,0,1.6,0.83,0.67
1381,3703200,2252,2024-10-30 05:00:00.000000,0.055,0.65,0,0,1.62,1.4,0.69
1382,3701515,2252,2024-10-30 04:55:00.000000,0.058,0.68,0,0,1.02,1.62,0.82
1383,3701514,2252,2024-10-30 04:50:00.000000,0.041,0.51,0,0,0.93,0.81,0.87
1384,3701513,2252,2024-10-30 04:45:00.000000,0.049,0.59,0,0,0.86,1.34,0.78
1385,3701512,2252,2024-10-30 04:40:00.000000,0.05,0.59,0,0,0.88,1.31,0.81
1386,3701511,2252,2024-10-30 04:35:00.000000,0.046,0.56,0,0,1.14,0.84,0.83
1387,3701510,2252,2024-10-30 04:30:00.000000,0.055,0.67,0,0,1.17,1.46,0.71
1388,3701509,2252,2024-10-30 04:25:00.000000,0.052,0.6,0,0,1.14,1.11,0.76
1389,3701508,2252,2024-10-30 04:20:00.000000,0.051,0.62,0,0,1.18,1.05,0.85
1390,3701507,2252,2024-10-30 04:15:00.000000,0.057,0.7,0,0,0.93,1.61,0.87
1391,3701506,2252,2024-10-30 04:10:00.000000,0.047,0.56,0,0,0.87,1.13,0.79
1392,3701505,2252,2024-10-30 04:05:00.000000,0.045,0.52,0,0,0.85,1.09,0.75
1393,3701504,2252,2024-10-30 04:00:00.000000,0.058,0.73,0,0,1.13,1.58,0.97
1394,3699821,2252,2024-10-30 03:55:00.000000,0.026,0.29,0,0,0.74,0.86,0.47
1395,3699820,2252,2024-10-30 03:50:00.000000,0.028,0.3,0,0,0.72,0.96,0.45
1396,3699819,2252,2024-10-30 03:45:00.000000,0.039,0.49,0,0,0.9,1.28,0.59
1397,3699818,2252,2024-10-30 03:40:00.000000,0.029,0.35,0,0,0.9,0.68,0.54
1398,3699817,2252,2024-10-30 03:35:00.000000,0.04,0.47,0,0,0.87,1.22,0.48
1399,3699816,2252,2024-10-30 03:30:00.000000,0.041,0.49,0,0,0.91,1.32,0.42
1400,3699815,2252,2024-10-30 03:25:00.000000,0.027,0.34,0,0,0.83,0.7,0.64
1401,3699814,2252,2024-10-30 03:20:00.000000,0.051,0.59,0,0,0.85,1.4,0.76
1402,3699813,2252,2024-10-30 03:15:00.000000,0.049,0.59,0,0,0.89,1.28,0.81
1403,3699812,2252,2024-10-30 03:10:00.000000,0.041,0.51,0,0,0.89,0.87,0.82
1404,3699811,2252,2024-10-30 03:05:00.000000,0.052,0.62,0,0,0.88,1.45,0.79
1405,3699810,2252,2024-10-30 03:00:00.000000,0.044,0.51,0,0,0.87,1.04,0.72
1406,3698133,2252,2024-10-30 02:55:00.000000,0.048,0.58,0,0,1.01,1.11,0.79
1407,3698132,2252,2024-10-30 02:50:00.000000,0.062,0.74,0,0,1.16,1.68,0.78
1408,3698131,2252,2024-10-30 02:45:00.000000,0.052,0.61,0,0,1.17,1.03,0.8
1409,3698130,2252,2024-10-30 02:40:00.000000,0.055,0.67,0,0,1.2,1.27,0.85
1410,3698129,2252,2024-10-30 02:35:00.000000,0.052,0.62,0,0,0.98,1.37,0.79
1411,3698128,2252,2024-10-30 02:30:00.000000,0.042,0.49,0,0,0.93,0.81,0.78
1412,3698127,2252,2024-10-30 02:25:00.000000,0.053,0.64,0,0,1,1.5,0.85
1413,3698126,2252,2024-10-30 02:20:00.000000,0.032,0.4,0,0,0.8,1.13,0.57
1414,3698125,2252,2024-10-30 02:15:00.000000,0.022,0.28,0,0,0.77,0.7,0.51
1415,3698124,2252,2024-10-30 02:10:00.000000,0.037,0.41,0,0,0.74,1.28,0.45
1416,3698123,2252,2024-10-30 02:05:00.000000,0.037,0.46,0,0,0.82,1.22,0.58
1417,3698122,2252,2024-10-30 02:00:00.000000,0.029,0.35,0,0,0.88,0.81,0.42
1418,3696448,2252,2024-10-30 01:55:00.000000,0.04,0.46,0,0,0.85,1.27,0.46
1419,3696447,2252,2024-10-30 01:50:00.000000,0.037,0.46,0,0,0.96,0.98,0.61
1420,3696446,2252,2024-10-30 01:45:00.000000,0.05,0.62,0,0,1.15,1.05,0.87
1421,3696445,2252,2024-10-30 01:40:00.000000,0.053,0.61,0,0,0.86,1.45,0.78
1422,3696444,2252,2024-10-30 01:35:00.000000,0.042,0.5,0,0,0.85,0.96,0.75
1423,3696443,2252,2024-10-30 01:30:00.000000,0.047,0.58,0,0,0.94,1.18,0.81
1424,3696442,2252,2024-10-30 01:25:00.000000,0.061,0.72,0,0,1.5,1.65,0.81
1425,3696441,2252,2024-10-30 01:20:00.000000,0.049,0.56,0,0,1.63,0.95,0.76
1426,3696440,2252,2024-10-30 01:15:00.000000,0.053,0.67,0,0,1.67,1.25,0.87
1427,3696439,2252,2024-10-30 01:10:00.000000,0.062,0.74,0,0,1.75,1.44,0.81
1428,3696438,2252,2024-10-30 01:05:00.000000,0.05,0.58,0,0,1.76,0.75,0.76
1429,3696437,2252,2024-10-30 01:00:00.000000,0.059,0.71,0,0,1.77,1.36,0.71
1430,3694763,2252,2024-10-30 00:55:00.000000,0.072,0.88,0,0,1.98,1.48,1.09
1431,3694762,2252,2024-10-30 00:50:00.000000,0.028,0.33,0,0,1.53,0.68,0.53
1432,3694761,2252,2024-10-30 00:45:00.000000,0.038,0.45,0,0,1.51,1.24,0.47
1433,3694760,2252,2024-10-30 00:40:00.000000,0.04,0.51,0,0,1.54,1.18,0.59
1434,3694759,2252,2024-10-30 00:35:00.000000,0.033,0.38,0,0,1.52,0.88,0.49
1435,3694758,2252,2024-10-30 00:30:00.000000,0.036,0.42,0,0,1.52,1.17,0.42
1436,3694757,2252,2024-10-30 00:25:00.000000,0.031,0.37,0,0,1.52,0.89,0.5
1437,3694756,2252,2024-10-30 00:20:00.000000,0.038,0.47,0,0,1.66,0.93,0.55
1438,3694755,2252,2024-10-30 00:15:00.000000,0.06,0.69,0,0,1.72,1.39,0.73
1439,3694754,2252,2024-10-30 00:10:00.000000,0.054,0.66,0,0,1.82,0.91,0.87
1440,3694753,2252,2024-10-30 00:05:00.000000,0.056,0.7,0,0,1.81,1.19,0.83
1441,3694752,2252,2024-10-30 00:00:00.000000,0.057,0.66,0,0,1.62,1.5,0.7
1442,3693071,2252,2024-10-29 23:55:00.000000,0.051,0.6,0,0,1.63,0.99,0.81
1443,3693070,2252,2024-10-29 23:50:00.000000,0.054,0.7,0,0,1.64,1.48,0.83
1444,3693069,2252,2024-10-29 23:45:00.000000,0.055,0.65,0,0,1.64,1.3,0.83
1445,3693068,2252,2024-10-29 23:40:00.000000,0.046,0.55,0,0,1.64,0.81,0.83
1446,3693067,2252,2024-10-29 23:35:00.000000,0.056,0.68,0,0,1.65,1.4,0.82
1447,3693066,2252,2024-10-29 23:30:00.000000,0.056,0.67,0,0,1.77,1.19,0.72
1448,3693065,2252,2024-10-29 23:25:00.000000,0.054,0.63,0,0,1.81,0.91,0.8
1449,3693064,2252,2024-10-29 23:20:00.000000,0.073,0.87,0,0,1.92,1.58,1.02
1450,3693063,2252,2024-10-29 23:15:00.000000,0.044,0.54,0,0,1.71,1.01,0.62
1451,3693062,2252,2024-10-29 23:10:00.000000,0.038,0.43,0,0,1.51,1.06,0.47
1452,3693061,2252,2024-10-29 23:05:00.000000,0.039,0.47,0,0,1.53,1.25,0.53
1453,3693060,2252,2024-10-29 23:00:00.000000,0.028,0.34,0,0,1.53,0.75,0.48
1454,3691368,2252,2024-10-29 22:55:00.000000,0.037,0.44,0,0,1.54,1.08,0.52
1455,3691367,2252,2024-10-29 22:50:00.000000,0.038,0.47,0,0,1.54,1.19,0.53
1456,3691366,2252,2024-10-29 22:45:00.000000,0.032,0.38,0,0,1.89,0.67,0.54
1457,3691365,2252,2024-10-29 22:40:00.000000,0.053,0.62,0,0,2.45,1.19,0.64
1458,3691364,2252,2024-10-29 22:35:00.000000,0.063,0.77,0,0,2.52,1.3,0.88
1459,3691363,2252,2024-10-29 22:30:00.000000,0.057,0.7,0,0,2.53,0.97,0.84
1460,3691362,2252,2024-10-29 22:25:00.000000,0.069,0.81,0,0,2.52,1.5,0.9
1461,3691361,2252,2024-10-29 22:20:00.000000,0.063,0.74,0,0,2.52,1.19,0.9
1462,3691360,2252,2024-10-29 22:15:00.000000,0.055,0.68,0,0,2.52,0.88,0.93
1463,3691359,2252,2024-10-29 22:10:00.000000,0.066,0.77,0,0,2.52,1.37,0.89
1464,3691358,2252,2024-10-29 22:05:00.000000,0.06,0.7,0,0,2.51,1.07,0.87
1465,3691357,2252,2024-10-29 22:00:00.000000,0.054,0.69,0,0,2.47,1.03,0.88
1466,3689670,2252,2024-10-29 21:55:00.000000,0.072,0.86,0,0,2.41,1.55,1.12
1467,3689669,2252,2024-10-29 21:50:00.000000,0.043,0.52,0,0,2.35,0.94,0.7
